image,power_mse_classic,power_mse_deep,cosine_power_classic,cosine_power_deep,cum_mse_classic,cum_mse_deep,low_mse_classic,mid_mse_classic,high_mse_classic,low_mse_deep,mid_mse_deep,high_mse_deep,dk50_classic,dk80_classic,dk50_deep,dk80_deep
img088,7.527643611589445e-11,9.220688057971121e-10,0.9999999998811174,0.9999999025585742,0.001627526939458699,0.0006356216872155912,7.426956069449689e-10,5.229752128804205e-13,4.423008448745465e-15,9.116410047799926e-09,5.157217357119916e-14,3.589323873539211e-15,0.0,-4.823626802241826,0.0,-2.835514335908868
img089,7.484963788865663e-12,6.921815277464132e-11,0.9999999999537882,0.9999999903586742,8.60094819041551e-05,3.3177366298105154e-05,7.490009044524124e-11,2.1912244029456535e-14,1.2721067128059952e-16,6.932566009365854e-10,1.9311026055475465e-15,1.1118884935828813e-16,0.0,-0.18850572569951127,0.0,-0.07059556621460666
img090,2.3259182187411518e-10,3.5207897319491294e-13,0.9999999669857428,0.9999999998786689,4.645529675322266e-05,8.425540232735627e-07,2.3069530807473393e-09,6.994990846726308e-14,2.3540976351239256e-17,3.478622987974997e-12,4.632794973342121e-15,4.1005035061918914e-18,0.0,-0.050025039113895886,0.0,-0.005109280239733338
img091,1.2974513851793347e-11,2.821181960881588e-11,0.9999999999556268,0.9999999970734532,0.0001782512640999726,4.760272187373402e-05,1.2849935049217373e-10,6.676844300029128e-14,2.198193693024167e-16,2.7983336866247126e-10,2.8935602126265234e-15,1.8420102018831094e-16,0.0,0.0,0.0,0.0
img092,2.4982375741261616e-11,4.987237758561428e-12,0.9999999999701499,0.9999999985918807,0.0014937426634254619,0.000626527543316345,2.485172961987733e-10,1.5723034207871237e-13,5.264887438871995e-15,4.9653560991991914e-11,1.1172979308001591e-14,4.121444858399701e-15,0.0,-0.292320893430124,0.0,-0.292320893430124
img093,4.301357600641288e-11,9.972165728572696e-12,0.9999999998440114,0.9999999986582288,0.0002081248143741152,7.378166436064932e-06,4.301231191666288e-10,2.2808495272554765e-13,7.883225767656138e-17,9.987460813543114e-11,8.793276509558974e-16,3.768222243409048e-17,0.0,-1.1221581913050087,0.0,-0.24704504242426062
img094,1.643293556663086e-11,4.811755642899472e-11,0.999999999440961,0.9999999913169324,0.0001181386779127705,4.656666096131421e-05,1.6449764696858318e-10,2.878290282474923e-14,3.540913414176632e-16,4.819204849156949e-10,1.7258149744254667e-15,2.8978144702437617e-16,0.0,-0.107660910699521,0.0,-0.046110331312129604
img095,5.650889715997742e-11,3.0236979124331803e-11,0.999999999908008,0.9999999938708424,0.002497147671248101,0.001182539283937904,5.647089749024698e-10,4.069730654560151e-13,7.0042993342263365e-15,3.0261398457215894e-10,6.458862999038082e-14,5.748399481975629e-15,0.0,-3.699806285124351,0.0,-3.1510095716716013
img096,1.4278954820642025e-11,9.183130627764158e-12,0.9999999999752989,0.9999999991019205,0.0006769198220697357,9.911027775569223e-05,1.424863862805909e-10,1.736915871317527e-13,8.659698812212615e-16,9.196398308152382e-11,2.598105285136612e-15,5.025474188317598e-16,0.0,0.0,0.0,0.0
img097,6.624021595270194e-12,1.5817444748706456e-12,0.999999999964791,0.9999999998304308,0.00017626803026622926,6.185746084586889e-05,6.558919203418403e-11,3.8627667529529615e-14,3.692494104361252e-16,1.5681969918296658e-11,2.0608784703518134e-15,3.030302042548514e-16,0.0,0.0,0.0,0.0
img098,1.6325617677065805e-10,1.1842029171791203e-10,0.9999999995516407,0.9999999848348968,0.004275334019320631,0.002275594149748927,1.616736408353013e-09,8.532638805403971e-13,2.144234870151488e-14,1.1741394251517588e-09,1.340300951383779e-13,1.9493081972759782e-14,0.0,-17.634696134163786,0.0,-15.475145591185205
img099,3.3424704884912443e-10,4.683828090991383e-11,0.9999999699885738,0.9999999881029308,0.0003683718465525382,8.234434304464221e-05,3.3471832501285065e-09,1.4130295948492604e-13,9.31961502269724e-16,4.690821347652858e-10,6.037880017632291e-15,5.249377913794681e-16,0.0,-0.5798253128100423,0.0,-0.20179231029647582
img100,4.748543073139896e-11,2.93072818601283e-14,0.9999999998522335,0.99999999998866,0.00047597539146775124,7.416849172542569e-05,4.712532967039102e-10,1.1600504400685533e-13,6.302374872529824e-16,2.8690511757230326e-13,7.038398009144441e-16,3.478585641118247e-16,0.0,-4.380247757387625,0.0,-1.3211618838184158
